species,date,latitude,longitude,decade,geometry,name,decade_group
Sycamore: London Plane,2015-09-03,37.7941600057183,-122.442979273196,2010s,POINT (-122.442979273196 37.7941600057183),Pacific Heights,2010s-2020s
Sycamore: London Plane,2015-09-03,37.7941648108216,-122.442912378013,2010s,POINT (-122.442912378013 37.7941648108216),Pacific Heights,2010s-2020s
Southern Magnolia,2015-10-02,37.7940382591184,-122.437337757643,2010s,POINT (-122.437337757643 37.7940382591184),Pacific Heights,2010s-2020s
Southern Magnolia,2015-10-02,37.7940351906347,-122.437350640438,2010s,POINT (-122.437350640438 37.7940351906347),Pacific Heights,2010s-2020s
Maidenhair Tree,2015-10-05,37.7921665513862,-122.437443074554,2010s,POINT (-122.437443074554 37.7921665513862),Pacific Heights,2010s-2020s
Sycamore: London Plane,2015-10-22,37.790195217693,-122.444736778677,2010s,POINT (-122.444736778677 37.790195217693),Pacific Heights,2010s-2020s
Sycamore: London Plane,2015-10-22,37.7902032612131,-122.444678336243,2010s,POINT (-122.444678336243 37.7902032612131),Pacific Heights,2010s-2020s
Sycamore: London Plane,2015-10-24,37.789265634363,-122.431733795974,2010s,POINT (-122.431733795974 37.789265634363),Pacific Heights,2010s-2020s
Southern Magnolia,2015-11-03,37.7953804657925,-122.434397600465,2010s,POINT (-122.434397600465 37.7953804657925),Pacific Heights,2010s-2020s
Southern Magnolia,2015-11-03,37.7953963109343,-122.434341453993,2010s,POINT (-122.434341453993 37.7953963109343),Pacific Heights,2010s-2020s
Southern Magnolia,2015-11-10,37.7906070910044,-122.441584441793,2010s,POINT (-122.441584441793 37.7906070910044),Pacific Heights,2010s-2020s
Southern Magnolia,2015-11-10,37.7906181364597,-122.441543981264,2010s,POINT (-122.441543981264 37.7906181364597),Pacific Heights,2010s-2020s
Southern Magnolia,2015-12-22,37.7932591422368,-122.443467453072,2010s,POINT (-122.443467453072 37.7932591422368),Pacific Heights,2010s-2020s
Southern Magnolia,2015-12-22,37.793252181501,-122.443511491989,2010s,POINT (-122.443511491989 37.793252181501),Pacific Heights,2010s-2020s
Sycamore: London Plane,2016-01-06,37.7889467788163,-122.434254922131,2010s,POINT (-122.434254922131 37.7889467788163),Pacific Heights,2010s-2020s
Ornamental Pear,2016-03-22,37.789082847149,-122.433791761396,2010s,POINT (-122.433791761396 37.789082847149),Pacific Heights,2010s-2020s
Ornamental Pear,2016-03-22,37.78917333154,-122.433814144628,2010s,POINT (-122.433814144628 37.78917333154),Pacific Heights,2010s-2020s
Southern Magnolia,2016-03-29,37.7881699939074,-122.443928497714,2010s,POINT (-122.443928497714 37.7881699939074),Pacific Heights,2010s-2020s
Brisbane Box,2016-04-04,37.7960991562926,-122.428697109201,2010s,POINT (-122.428697109201 37.7960991562926),Pacific Heights,2010s-2020s
Southern Magnolia,2016-05-23,37.7899553379293,-122.439721706598,2010s,POINT (-122.439721706598 37.7899553379293),Pacific Heights,2010s-2020s
Swamp Myrtle,2016-06-07,37.7957066076266,-122.424415580821,2010s,POINT (-122.424415580821 37.7957066076266),Pacific Heights,2010s-2020s
Swamp Myrtle,2016-06-07,37.7956946025865,-122.42450268015,2010s,POINT (-122.42450268015 37.7956946025865),Pacific Heights,2010s-2020s
Swamp Myrtle,2016-06-07,37.7957130098979,-122.424347724294,2010s,POINT (-122.424347724294 37.7957130098979),Pacific Heights,2010s-2020s
Swamp Myrtle,2016-06-07,37.7956986045686,-122.424466219844,2010s,POINT (-122.424466219844 37.7956986045686),Pacific Heights,2010s-2020s
Brisbane Box,2016-06-22,37.7912122663809,-122.424102272302,2010s,POINT (-122.424102272302 37.7912122663809),Pacific Heights,2010s-2020s
Victorian Box,2016-06-22,37.7905161344505,-122.428074101148,2010s,POINT (-122.428074101148 37.7905161344505),Pacific Heights,2010s-2020s
Victorian Box,2016-06-23,37.7890264497505,-122.439799901747,2010s,POINT (-122.439799901747 37.7890264497505),Pacific Heights,2010s-2020s
Southern Magnolia,2016-07-20,37.7957819399996,-122.437179174175,2010s,POINT (-122.437179174175 37.7957819399996),Pacific Heights,2010s-2020s
Kwanzan Flowering Cherry,2016-08-30,37.7952545391263,-122.435357062003,2010s,POINT (-122.435357062003 37.7952545391263),Pacific Heights,2010s-2020s
Cherry Plum,2016-09-13,37.7939889537763,-122.437812170719,2010s,POINT (-122.437812170719 37.7939889537763),Pacific Heights,2010s-2020s
Sycamore: London Plane,2016-10-25,37.7901539605586,-122.424573170894,2010s,POINT (-122.424573170894 37.7901539605586),Pacific Heights,2010s-2020s
Sycamore: London Plane,2016-11-01,37.7959691053357,-122.423633713838,2010s,POINT (-122.423633713838 37.7959691053357),Pacific Heights,2010s-2020s
Kwanzan Flowering Cherry,2016-11-23,37.7953456053627,-122.434660283471,2010s,POINT (-122.434660283471 37.7953456053627),Pacific Heights,2010s-2020s
Victorian Box,2016-11-23,37.7895920459934,-122.443544210206,2010s,POINT (-122.443544210206 37.7895920459934),Pacific Heights,2010s-2020s
Brisbane Box,2016-12-12,37.790283803614,-122.425761478317,2010s,POINT (-122.425761478317 37.790283803614),Pacific Heights,2010s-2020s
Small-leaf Tristania 'Elegant',2016-12-29,37.7903576909945,-122.442690122255,2010s,POINT (-122.442690122255 37.7903576909945),Pacific Heights,2010s-2020s
Victorian Box,2017-02-22,37.793378265541,-122.424709321884,2010s,POINT (-122.424709321884 37.793378265541),Pacific Heights,2010s-2020s
Southern Magnolia,2017-06-19,37.7931122065133,-122.444602671772,2010s,POINT (-122.444602671772 37.7931122065133),Pacific Heights,2010s-2020s
Swamp Myrtle,2017-07-31,37.7916729207242,-122.432815936723,2010s,POINT (-122.432815936723 37.7916729207242),Pacific Heights,2010s-2020s
Ornamental Cherry,2017-10-11,37.7906866135575,-122.434912365239,2010s,POINT (-122.434912365239 37.7906866135575),Pacific Heights,2010s-2020s
Kwanzan Flowering Cherry,2017-10-26,37.7890711217748,-122.446614594592,2010s,POINT (-122.446614594592 37.7890711217748),Pacific Heights,2010s-2020s
Small-leaf Tristania 'Elegant',2018-02-16,37.7889372487053,-122.443930385384,2010s,POINT (-122.443930385384 37.7889372487053),Pacific Heights,2010s-2020s
Sycamore: London Plane,2018-03-20,37.794662043281,-122.431179835195,2010s,POINT (-122.431179835195 37.794662043281),Pacific Heights,2010s-2020s
Sycamore: London Plane,2018-03-20,37.7946457286726,-122.431291913203,2010s,POINT (-122.431291913203 37.7946457286726),Pacific Heights,2010s-2020s
Sycamore: London Plane,2018-03-20,37.7946375709296,-122.431392193891,2010s,POINT (-122.431392193891 37.7946375709296),Pacific Heights,2010s-2020s
Sycamore: London Plane,2018-05-21,37.7903876339283,-122.422983431149,2010s,POINT (-122.422983431149 37.7903876339283),Pacific Heights,2010s-2020s
Victorian Box,2018-05-21,37.7897786004407,-122.444265930542,2010s,POINT (-122.444265930542 37.7897786004407),Pacific Heights,2010s-2020s
Swamp Myrtle,2018-05-25,37.7951327628251,-122.431818468071,2010s,POINT (-122.431818468071 37.7951327628251),Pacific Heights,2010s-2020s
Swamp Myrtle,2018-05-30,37.7957648926996,-122.435105073747,2010s,POINT (-122.435105073747 37.7957648926996),Pacific Heights,2010s-2020s
New Zealand Xmas Tree,2019-05-21,37.7903770318133,-122.425785821167,2010s,POINT (-122.425785821167 37.7903770318133),Pacific Heights,2010s-2020s
Southern Magnolia,2019-10-08,37.7929612067506,-122.437324430597,2010s,POINT (-122.437324430597 37.7929612067506),Pacific Heights,2010s-2020s
Southern Magnolia,2019-10-08,37.792940270518,-122.437402758825,2010s,POINT (-122.437402758825 37.792940270518),Pacific Heights,2010s-2020s
Mayten,2019-10-21,37.792191917673,-122.444337460802,2010s,POINT (-122.444337460802 37.792191917673),Pacific Heights,2010s-2020s
Southern Magnolia,1970-01-21,37.7596492390731,-122.434796593496,1970s,POINT (-122.434796593496 37.7596492390731),Castro/Upper Market,1970s-1980s
Cherry Plum,1972-07-03,37.7595090216644,-122.442801719822,1970s,POINT (-122.442801719822 37.7595090216644),Castro/Upper Market,1970s-1980s
Ornamental Pear,1973-02-28,37.7576653111482,-122.436285649613,1970s,POINT (-122.436285649613 37.7576653111482),Castro/Upper Market,1970s-1980s
Olive Tree,1973-06-06,37.7682458696445,-122.432277845892,1970s,POINT (-122.432277845892 37.7682458696445),Castro/Upper Market,1970s-1980s
Brisbane Box,1974-10-16,37.766669692682,-122.43117413461,1970s,POINT (-122.43117413461 37.766669692682),Castro/Upper Market,1970s-1980s
Cherry Plum,1974-10-26,37.7633249426065,-122.436756377425,1970s,POINT (-122.436756377425 37.7633249426065),Castro/Upper Market,1970s-1980s
Olive Tree,1975-01-10,37.7677505837132,-122.432230338052,1970s,POINT (-122.432230338052 37.7677505837132),Castro/Upper Market,1970s-1980s
Ornamental Pear,1980-06-17,37.7581397896148,-122.434651524165,1980s,POINT (-122.434651524165 37.7581397896148),Castro/Upper Market,1970s-1980s
Southern Magnolia,1984-04-27,37.7644810901638,-122.430802264254,1980s,POINT (-122.430802264254 37.7644810901638),Castro/Upper Market,1970s-1980s
Mayten,1984-10-27,37.7669915173508,-122.427791394155,1980s,POINT (-122.427791394155 37.7669915173508),Castro/Upper Market,1970s-1980s
Mayten,1986-06-02,37.7604789768962,-122.438317290811,1980s,POINT (-122.438317290811 37.7604789768962),Castro/Upper Market,1970s-1980s
Maidenhair Tree,1987-02-11,37.7581479762428,-122.438112185693,1980s,POINT (-122.438112185693 37.7581479762428),Castro/Upper Market,1970s-1980s
Brisbane Box,1990-02-01,37.7659623878091,-122.43312475899,1990s,POINT (-122.43312475899 37.7659623878091),Castro/Upper Market,1990s-2000s
Sycamore: London Plane,1990-02-23,37.7653953305524,-122.431820939313,1990s,POINT (-122.431820939313 37.7653953305524),Castro/Upper Market,1990s-2000s
Southern Magnolia,1990-03-01,37.7593943997498,-122.426051479658,1990s,POINT (-122.426051479658 37.7593943997498),Castro/Upper Market,1990s-2000s
Brisbane Box,1990-03-02,37.7691995174597,-122.432118677046,1990s,POINT (-122.432118677046 37.7691995174597),Castro/Upper Market,1990s-2000s
Brisbane Box,1990-03-07,37.7591282168027,-122.436335144342,1990s,POINT (-122.436335144342 37.7591282168027),Castro/Upper Market,1990s-2000s
Victorian Box,1990-03-07,37.7591334867264,-122.436539154285,1990s,POINT (-122.436539154285 37.7591334867264),Castro/Upper Market,1990s-2000s
Brisbane Box,1990-03-07,37.7591242363206,-122.436703937943,1990s,POINT (-122.436703937943 37.7591242363206),Castro/Upper Market,1990s-2000s
Brisbane Box,1990-03-07,37.7591319452903,-122.436616182999,1990s,POINT (-122.436616182999 37.7591319452903),Castro/Upper Market,1990s-2000s
Victorian Box,1990-03-07,37.7591282168027,-122.436335144342,1990s,POINT (-122.436335144342 37.7591282168027),Castro/Upper Market,1990s-2000s
Brisbane Box,1990-03-07,37.7591282168027,-122.436335144342,1990s,POINT (-122.436335144342 37.7591282168027),Castro/Upper Market,1990s-2000s
Southern Magnolia,1990-03-20,37.7593943997498,-122.426051479658,1990s,POINT (-122.426051479658 37.7593943997498),Castro/Upper Market,1990s-2000s
Mayten,1990-04-05,37.7675216802082,-122.431579525381,1990s,POINT (-122.431579525381 37.7675216802082),Castro/Upper Market,1990s-2000s
Mayten,1990-04-05,37.7676523876611,-122.431395108624,1990s,POINT (-122.431395108624 37.7676523876611),Castro/Upper Market,1990s-2000s
Mayten,1990-04-05,37.7675632909511,-122.432537088438,1990s,POINT (-122.432537088438 37.7675632909511),Castro/Upper Market,1990s-2000s
Mayten,1990-04-05,37.7676047379919,-122.432068977808,1990s,POINT (-122.432068977808 37.7676047379919),Castro/Upper Market,1990s-2000s
Mayten,1990-05-04,37.7672074076113,-122.436286892624,1990s,POINT (-122.436286892624 37.7672074076113),Castro/Upper Market,1990s-2000s
Victorian Box,1990-07-19,37.7636664843443,-122.430904558528,1990s,POINT (-122.430904558528 37.7636664843443),Castro/Upper Market,1990s-2000s
Brisbane Box,1990-10-02,37.76678050125,-122.43343561187,1990s,POINT (-122.43343561187 37.76678050125),Castro/Upper Market,1990s-2000s
Southern Magnolia,1992-02-19,37.7607530425379,-122.426154109737,1990s,POINT (-122.426154109737 37.7607530425379),Castro/Upper Market,1990s-2000s
Southern Magnolia,1992-02-19,37.7603117767003,-122.426109970095,1990s,POINT (-122.426109970095 37.7603117767003),Castro/Upper Market,1990s-2000s
Cherry Plum,1992-03-12,37.7677537952191,-122.4298433527,1990s,POINT (-122.4298433527 37.7677537952191),Castro/Upper Market,1990s-2000s
Southern Magnolia,1992-06-02,37.7593943997498,-122.426051479658,1990s,POINT (-122.426051479658 37.7593943997498),Castro/Upper Market,1990s-2000s
Southern Magnolia,1992-06-02,37.7593943997498,-122.426051479658,1990s,POINT (-122.426051479658 37.7593943997498),Castro/Upper Market,1990s-2000s
Victorian Box,1992-06-02,37.7568089020259,-122.42578224725,1990s,POINT (-122.42578224725 37.7568089020259),Castro/Upper Market,1990s-2000s
Southern Magnolia,1992-06-02,37.7593943997498,-122.426051479658,1990s,POINT (-122.426051479658 37.7593943997498),Castro/Upper Market,1990s-2000s
Mayten,1992-09-08,37.7672445559115,-122.437933128614,1990s,POINT (-122.437933128614 37.7672445559115),Castro/Upper Market,1990s-2000s
Mayten,1992-09-08,37.7672617851356,-122.437633449319,1990s,POINT (-122.437633449319 37.7672617851356),Castro/Upper Market,1990s-2000s
Southern Magnolia,1992-10-13,37.7678063309335,-122.431307011016,1990s,POINT (-122.431307011016 37.7678063309335),Castro/Upper Market,1990s-2000s
Brisbane Box,1992-11-24,37.7667101967434,-122.431188096368,1990s,POINT (-122.431188096368 37.7667101967434),Castro/Upper Market,1990s-2000s
Ornamental Pear,1992-12-15,37.7666963103168,-122.433834955823,1990s,POINT (-122.433834955823 37.7666963103168),Castro/Upper Market,1990s-2000s
Mayten,1993-02-12,37.7672045171948,-122.436221062279,1990s,POINT (-122.436221062279 37.7672045171948),Castro/Upper Market,1990s-2000s
Brisbane Box,1993-08-14,37.7626784807523,-122.432845414735,1990s,POINT (-122.432845414735 37.7626784807523),Castro/Upper Market,1990s-2000s
Brisbane Box,1993-08-14,37.7634061865714,-122.43302697632,1990s,POINT (-122.43302697632 37.7634061865714),Castro/Upper Market,1990s-2000s
Brisbane Box,1993-08-14,37.762500106808,-122.433716936937,1990s,POINT (-122.433716936937 37.762500106808),Castro/Upper Market,1990s-2000s
Brisbane Box,1993-08-16,37.7676758500965,-122.431285592248,1990s,POINT (-122.431285592248 37.7676758500965),Castro/Upper Market,1990s-2000s
Sycamore: London Plane,1993-09-12,37.76877048508,-122.427462057771,1990s,POINT (-122.427462057771 37.76877048508),Castro/Upper Market,1990s-2000s
Sycamore: London Plane,1993-09-12,37.7624709839415,-122.435782668234,1990s,POINT (-122.435782668234 37.7624709839415),Castro/Upper Market,1990s-2000s
Sycamore: London Plane,1993-09-12,37.76877048508,-122.427462057771,1990s,POINT (-122.427462057771 37.76877048508),Castro/Upper Market,1990s-2000s
Sycamore: London Plane,1993-09-12,37.7631952325551,-122.434151892467,1990s,POINT (-122.434151892467 37.7631952325551),Castro/Upper Market,1990s-2000s
Sycamore: London Plane,1993-09-12,37.7662508552541,-122.430271903993,1990s,POINT (-122.430271903993 37.7662508552541),Castro/Upper Market,1990s-2000s
Cherry Plum,1993-11-16,37.761033139863,-122.433790096761,1990s,POINT (-122.433790096761 37.761033139863),Castro/Upper Market,1990s-2000s
Sycamore: London Plane,1994-03-16,37.7631517562184,-122.434218104107,1990s,POINT (-122.434218104107 37.7631517562184),Castro/Upper Market,1990s-2000s
Mayten,1995-07-17,37.7676829322386,-122.430793880335,1990s,POINT (-122.430793880335 37.7676829322386),Castro/Upper Market,1990s-2000s
Ornamental Pear,1995-08-09,37.7629686905871,-122.428080978261,1990s,POINT (-122.428080978261 37.7629686905871),Castro/Upper Market,1990s-2000s
Ornamental Pear,1995-08-09,37.7595342910111,-122.433953838093,1990s,POINT (-122.433953838093 37.7595342910111),Castro/Upper Market,1990s-2000s
Ornamental Pear,1995-08-09,37.7596186017438,-122.433814624846,1990s,POINT (-122.433814624846 37.7596186017438),Castro/Upper Market,1990s-2000s
Mayten,1995-10-19,37.7670310101112,-122.433472823119,1990s,POINT (-122.433472823119 37.7670310101112),Castro/Upper Market,1990s-2000s
Mayten,1996-05-02,37.7673609674197,-122.433934761123,1990s,POINT (-122.433934761123 37.7673609674197),Castro/Upper Market,1990s-2000s
Mayten,1997-02-06,37.7672189719923,-122.436127192841,1990s,POINT (-122.436127192841 37.7672189719923),Castro/Upper Market,1990s-2000s
Mayten,1997-02-07,37.7672839699128,-122.435211595841,1990s,POINT (-122.435211595841 37.7672839699128),Castro/Upper Market,1990s-2000s
Mayten,1997-02-07,37.767232463635,-122.436030885343,1990s,POINT (-122.436030885343 37.767232463635),Castro/Upper Market,1990s-2000s
Maidenhair Tree,1997-04-18,37.7576581084452,-122.425860544043,1990s,POINT (-122.425860544043 37.7576581084452),Castro/Upper Market,1990s-2000s
Brisbane Box,1997-06-12,37.7674705627349,-122.431265163761,1990s,POINT (-122.431265163761 37.7674705627349),Castro/Upper Market,1990s-2000s
Brisbane Box,1997-12-03,37.7675058611368,-122.433664971386,1990s,POINT (-122.433664971386 37.7675058611368),Castro/Upper Market,1990s-2000s
Brisbane Box,1997-12-03,37.7674211521886,-122.435048944375,1990s,POINT (-122.435048944375 37.7674211521886),Castro/Upper Market,1990s-2000s
Maidenhair Tree,1998-01-27,37.7611839212116,-122.434925166173,1990s,POINT (-122.434925166173 37.7611839212116),Castro/Upper Market,1990s-2000s
Kwanzan Flowering Cherry,1998-06-01,37.7671609304618,-122.433292810769,1990s,POINT (-122.433292810769 37.7671609304618),Castro/Upper Market,1990s-2000s
Sycamore: London Plane,1998-10-20,37.7684071006388,-122.427578608385,1990s,POINT (-122.427578608385 37.7684071006388),Castro/Upper Market,1990s-2000s
Mayten,1998-12-03,37.7676426129451,-122.431557393053,1990s,POINT (-122.431557393053 37.7676426129451),Castro/Upper Market,1990s-2000s
Brisbane Box,1998-12-17,37.7649886658228,-122.4332584684,1990s,POINT (-122.4332584684 37.7649886658228),Castro/Upper Market,1990s-2000s
Southern Magnolia,1999-07-09,37.767034806143,-122.4332591586,1990s,POINT (-122.4332591586 37.767034806143),Castro/Upper Market,1990s-2000s
Kwanzan Flowering Cherry,1999-10-04,37.7668564525859,-122.435486989749,1990s,POINT (-122.435486989749 37.7668564525859),Castro/Upper Market,1990s-2000s
Kwanzan Flowering Cherry,2000-01-25,37.7668914137434,-122.435494123149,2000s,POINT (-122.435494123149 37.7668914137434),Castro/Upper Market,1990s-2000s
Brisbane Box,2000-12-22,37.7680241620201,-122.435782703929,2000s,POINT (-122.435782703929 37.7680241620201),Castro/Upper Market,1990s-2000s
Brisbane Box,2001-01-01,37.7673852004846,-122.435543015361,2000s,POINT (-122.435543015361 37.7673852004846),Castro/Upper Market,1990s-2000s
Swamp Myrtle,2001-01-10,37.7692369879646,-122.431590213757,2000s,POINT (-122.431590213757 37.7692369879646),Castro/Upper Market,1990s-2000s
Southern Magnolia,2001-08-23,37.7667369102074,-122.435469870262,2000s,POINT (-122.435469870262 37.7667369102074),Castro/Upper Market,1990s-2000s
Mayten,2001-09-17,37.7675251282004,-122.431419581861,2000s,POINT (-122.431419581861 37.7675251282004),Castro/Upper Market,1990s-2000s
Kwanzan Flowering Cherry,2001-11-29,37.7673951141913,-122.433368437593,2000s,POINT (-122.433368437593 37.7673951141913),Castro/Upper Market,1990s-2000s
Ornamental Cherry,2002-08-23,37.7614500048987,-122.443346807074,2000s,POINT (-122.443346807074 37.7614500048987),Castro/Upper Market,1990s-2000s
Southern Magnolia,2003-01-14,37.7637715945164,-122.426442570866,2000s,POINT (-122.426442570866 37.7637715945164),Castro/Upper Market,1990s-2000s
Ornamental Pear,2003-07-28,37.7581090454369,-122.434648529714,2000s,POINT (-122.434648529714 37.7581090454369),Castro/Upper Market,1990s-2000s
Mayten,2003-11-24,37.7673393156847,-122.436669028078,2000s,POINT (-122.436669028078 37.7673393156847),Castro/Upper Market,1990s-2000s
Maidenhair Tree,2004-04-07,37.7611184595136,-122.434935084227,2000s,POINT (-122.434935084227 37.7611184595136),Castro/Upper Market,1990s-2000s
Sycamore: London Plane,2004-06-30,37.7668609279627,-122.429969516502,2000s,POINT (-122.429969516502 37.7668609279627),Castro/Upper Market,1990s-2000s
Ornamental Pear,2005-02-10,37.7666906715528,-122.43546416406,2000s,POINT (-122.43546416406 37.7666906715528),Castro/Upper Market,1990s-2000s
Mayten,2005-04-06,37.7672531705358,-122.437773300197,2000s,POINT (-122.437773300197 37.7672531705358),Castro/Upper Market,1990s-2000s
Victorian Box,2005-07-18,37.7610905025589,-122.432833581883,2000s,POINT (-122.432833581883 37.7610905025589),Castro/Upper Market,1990s-2000s
Victorian Box,2005-12-20,37.7585048359746,-122.435799780828,2000s,POINT (-122.435799780828 37.7585048359746),Castro/Upper Market,1990s-2000s
Victorian Box,2005-12-20,37.7585048359746,-122.435799780828,2000s,POINT (-122.435799780828 37.7585048359746),Castro/Upper Market,1990s-2000s
Victorian Box,2006-01-12,37.7694368344775,-122.428310278261,2000s,POINT (-122.428310278261 37.7694368344775),Castro/Upper Market,1990s-2000s
Victorian Box,2006-01-12,37.7694368344775,-122.428310278261,2000s,POINT (-122.428310278261 37.7694368344775),Castro/Upper Market,1990s-2000s
Southern Magnolia,2006-03-10,37.7638337565372,-122.426453765626,2000s,POINT (-122.426453765626 37.7638337565372),Castro/Upper Market,1990s-2000s
Southern Magnolia,2006-03-10,37.7621209168257,-122.426224900449,2000s,POINT (-122.426224900449 37.7621209168257),Castro/Upper Market,1990s-2000s
Southern Magnolia,2006-03-10,37.7593943997498,-122.426051479658,2000s,POINT (-122.426051479658 37.7593943997498),Castro/Upper Market,1990s-2000s
Southern Magnolia,2006-03-11,37.7593943997498,-122.426051479658,2000s,POINT (-122.426051479658 37.7593943997498),Castro/Upper Market,1990s-2000s
Southern Magnolia,2006-03-23,37.7667978095999,-122.435479856305,2000s,POINT (-122.435479856305 37.7667978095999),Castro/Upper Market,1990s-2000s
Victorian Box,2006-04-10,37.7667738588419,-122.433249555641,2000s,POINT (-122.433249555641 37.7667738588419),Castro/Upper Market,1990s-2000s
Southern Magnolia,2006-05-04,37.7570824769765,-122.432565506947,2000s,POINT (-122.432565506947 37.7570824769765),Castro/Upper Market,1990s-2000s
Southern Magnolia,2006-05-11,37.7583820938162,-122.435788369757,2000s,POINT (-122.435788369757 37.7583820938162),Castro/Upper Market,1990s-2000s
Southern Magnolia,2006-05-11,37.7583820938162,-122.435788369757,2000s,POINT (-122.435788369757 37.7583820938162),Castro/Upper Market,1990s-2000s
Brisbane Box,2006-11-03,37.7687799666531,-122.429192702186,2000s,POINT (-122.429192702186 37.7687799666531),Castro/Upper Market,1990s-2000s
Maidenhair Tree,2006-11-09,37.7614930586819,-122.435176486218,2000s,POINT (-122.435176486218 37.7614930586819),Castro/Upper Market,1990s-2000s
Kwanzan Flowering Cherry,2007-01-01,37.7668763401938,-122.433253156504,2000s,POINT (-122.433253156504 37.7668763401938),Castro/Upper Market,1990s-2000s
Swamp Myrtle,2007-01-19,37.7677586821573,-122.429656338668,2000s,POINT (-122.429656338668 37.7677586821573),Castro/Upper Market,1990s-2000s
Maidenhair Tree,2007-12-17,37.7577317737189,-122.425864595473,2000s,POINT (-122.425864595473 37.7577317737189),Castro/Upper Market,1990s-2000s
Cherry Plum,2008-03-26,37.7677435471091,-122.429872630659,2000s,POINT (-122.429872630659 37.7677435471091),Castro/Upper Market,1990s-2000s
Maidenhair Tree,2008-06-11,37.7637507994539,-122.433144245321,2000s,POINT (-122.433144245321 37.7637507994539),Castro/Upper Market,1990s-2000s
Maidenhair Tree,2008-06-11,37.763689450299,-122.433135271378,2000s,POINT (-122.433135271378 37.763689450299),Castro/Upper Market,1990s-2000s
Southern Magnolia,2008-06-12,37.7597418169511,-122.439396991098,2000s,POINT (-122.439396991098 37.7597418169511),Castro/Upper Market,1990s-2000s
Southern Magnolia,2008-06-12,37.7597281715484,-122.43966395125,2000s,POINT (-122.43966395125 37.7597281715484),Castro/Upper Market,1990s-2000s
Sycamore: London Plane,2008-06-19,37.7692405313859,-122.426948704727,2000s,POINT (-122.426948704727 37.7692405313859),Castro/Upper Market,1990s-2000s
Ornamental Cherry,2008-07-31,37.7586170657689,-122.435990581738,2000s,POINT (-122.435990581738 37.7586170657689),Castro/Upper Market,1990s-2000s
Ornamental Cherry,2008-07-31,37.7586170657689,-122.435990581738,2000s,POINT (-122.435990581738 37.7586170657689),Castro/Upper Market,1990s-2000s
Maidenhair Tree,2008-11-26,37.7615528104262,-122.435148428343,2000s,POINT (-122.435148428343 37.7615528104262),Castro/Upper Market,1990s-2000s
Maidenhair Tree,2008-11-26,37.7596174587106,-122.434998311621,2000s,POINT (-122.434998311621 37.7596174587106),Castro/Upper Market,1990s-2000s
Brisbane Box,2009-06-09,37.7666222079768,-122.431197917874,2000s,POINT (-122.431197917874 37.7666222079768),Castro/Upper Market,1990s-2000s
Brisbane Box,2009-06-13,37.7650304572247,-122.433245129787,2000s,POINT (-122.433245129787 37.7650304572247),Castro/Upper Market,1990s-2000s
Kwanzan Flowering Cherry,2009-07-15,37.7608881281181,-122.433820024128,2000s,POINT (-122.433820024128 37.7608881281181),Castro/Upper Market,1990s-2000s
Kwanzan Flowering Cherry,2009-07-15,37.7608855205288,-122.43386350193,2000s,POINT (-122.43386350193 37.7608855205288),Castro/Upper Market,1990s-2000s
Southern Magnolia,2009-08-20,37.7667774009216,-122.431025947308,2000s,POINT (-122.431025947308 37.7667774009216),Castro/Upper Market,1990s-2000s
Victorian Box,2009-12-23,37.7690207646335,-122.431220458483,2000s,POINT (-122.431220458483 37.7690207646335),Castro/Upper Market,1990s-2000s
Sycamore: London Plane,2010-02-02,37.7670203882092,-122.429313106225,2010s,POINT (-122.429313106225 37.7670203882092),Castro/Upper Market,2010s-2020s
Hybrid Strawberry Tree,2010-06-05,37.7673852004846,-122.435543015361,2010s,POINT (-122.435543015361 37.7673852004846),Castro/Upper Market,2010s-2020s
Hybrid Strawberry Tree,2010-06-05,37.7673852004846,-122.435543015361,2010s,POINT (-122.435543015361 37.7673852004846),Castro/Upper Market,2010s-2020s
Hybrid Strawberry Tree,2010-06-05,37.7673852004846,-122.435543015361,2010s,POINT (-122.435543015361 37.7673852004846),Castro/Upper Market,2010s-2020s
Hybrid Strawberry Tree,2010-06-05,37.7673854141811,-122.435539566136,2010s,POINT (-122.435539566136 37.7673854141811),Castro/Upper Market,2010s-2020s
Hybrid Strawberry Tree,2010-06-05,37.7673852004846,-122.435543015361,2010s,POINT (-122.435543015361 37.7673852004846),Castro/Upper Market,2010s-2020s
Cherry Plum,2010-06-18,37.7620485075454,-122.429884491233,2010s,POINT (-122.429884491233 37.7620485075454),Castro/Upper Market,2010s-2020s
Southern Magnolia,2010-11-04,37.759735448861,-122.439530471168,2010s,POINT (-122.439530471168 37.759735448861),Castro/Upper Market,2010s-2020s
Southern Magnolia,2010-11-04,37.7597399976198,-122.439456827473,2010s,POINT (-122.439456827473 37.7597399976198),Castro/Upper Market,2010s-2020s
Southern Magnolia,2010-11-04,37.7597299908754,-122.439583403462,2010s,POINT (-122.439583403462 37.7597299908754),Castro/Upper Market,2010s-2020s
Sycamore: London Plane,2011-03-25,37.7663437768339,-122.430209120484,2010s,POINT (-122.430209120484 37.7663437768339),Castro/Upper Market,2010s-2020s
Sycamore: London Plane,2011-03-25,37.7671716798071,-122.429583370869,2010s,POINT (-122.429583370869 37.7671716798071),Castro/Upper Market,2010s-2020s
New Zealand Xmas Tree,2011-03-31,37.7658575458736,-122.430948865036,2010s,POINT (-122.430948865036 37.7658575458736),Castro/Upper Market,2010s-2020s
