species,date,latitude,longitude,decade,geometry,name,decade_group
Victorian Box,1956-05-11,37.8007386066666,-122.407264060286,1950s,POINT (-122.407264060286 37.8007386066666),North Beach,1950s-1960s
Victorian Box,1956-05-11,37.8008134771171,-122.405700591027,1950s,POINT (-122.405700591027 37.8008134771171),North Beach,1950s-1960s
Victorian Box,1956-05-11,37.8008215943087,-122.406602828336,1950s,POINT (-122.406602828336 37.8008215943087),North Beach,1950s-1960s
Sycamore: London Plane,1976-11-05,37.8033552184177,-122.401914578291,1970s,POINT (-122.401914578291 37.8033552184177),North Beach,1970s-1980s
Brisbane Box,1984-03-19,37.8030709297568,-122.41401019958,1980s,POINT (-122.41401019958 37.8030709297568),North Beach,1970s-1980s
Southern Magnolia,1990-03-30,37.8051675201378,-122.415278670838,1990s,POINT (-122.415278670838 37.8051675201378),North Beach,1990s-2000s
Southern Magnolia,1990-03-30,37.8051675201378,-122.415278670838,1990s,POINT (-122.415278670838 37.8051675201378),North Beach,1990s-2000s
Southern Magnolia,1990-03-30,37.8045143025613,-122.414971372949,1990s,POINT (-122.414971372949 37.8045143025613),North Beach,1990s-2000s
Southern Magnolia,1990-04-01,37.8045143025613,-122.414971372949,1990s,POINT (-122.414971372949 37.8045143025613),North Beach,1990s-2000s
Southern Magnolia,1990-04-01,37.8045143025613,-122.414971372949,1990s,POINT (-122.414971372949 37.8045143025613),North Beach,1990s-2000s
Southern Magnolia,1992-01-28,37.8045143025613,-122.414971372949,1990s,POINT (-122.414971372949 37.8045143025613),North Beach,1990s-2000s
Victorian Box,1992-04-29,37.804695401428,-122.416238328085,1990s,POINT (-122.416238328085 37.804695401428),North Beach,1990s-2000s
Brisbane Box,1992-06-23,37.8050102707409,-122.416603285475,1990s,POINT (-122.416603285475 37.8050102707409),North Beach,1990s-2000s
Brisbane Box,1992-06-23,37.8050102707409,-122.416603285475,1990s,POINT (-122.416603285475 37.8050102707409),North Beach,1990s-2000s
Sycamore: London Plane,1992-12-15,37.8063820572721,-122.415351632116,1990s,POINT (-122.415351632116 37.8063820572721),North Beach,1990s-2000s
Sycamore: London Plane,1992-12-15,37.8064867247361,-122.407230131732,1990s,POINT (-122.407230131732 37.8064867247361),North Beach,1990s-2000s
Sycamore: London Plane,1994-07-15,37.8013633914033,-122.399275432078,1990s,POINT (-122.399275432078 37.8013633914033),North Beach,1990s-2000s
Sycamore: London Plane,1994-07-15,37.8013633914033,-122.399275432078,1990s,POINT (-122.399275432078 37.8013633914033),North Beach,1990s-2000s
Sycamore: London Plane,1995-08-26,37.8013767524977,-122.40980045578,1990s,POINT (-122.40980045578 37.8013767524977),North Beach,1990s-2000s
Bronze Loquat,1995-10-07,37.7991654604723,-122.402278540244,1990s,POINT (-122.402278540244 37.7991654604723),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8060884463757,-122.404375360949,1990s,POINT (-122.404375360949 37.8060884463757),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.803289003136,-122.401525746517,1990s,POINT (-122.401525746517 37.803289003136),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8060884463757,-122.404375360949,1990s,POINT (-122.404375360949 37.8060884463757),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8060884463757,-122.404375360949,1990s,POINT (-122.404375360949 37.8060884463757),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8037134372885,-122.401873481994,1990s,POINT (-122.401873481994 37.8037134372885),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8060884463757,-122.404375360949,1990s,POINT (-122.404375360949 37.8060884463757),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8060884463757,-122.404375360949,1990s,POINT (-122.404375360949 37.8060884463757),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8032277988787,-122.401477754221,1990s,POINT (-122.401477754221 37.8032277988787),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8060884463757,-122.404375360949,1990s,POINT (-122.404375360949 37.8060884463757),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8060884463757,-122.404375360949,1990s,POINT (-122.404375360949 37.8060884463757),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8033475454092,-122.401585526252,1990s,POINT (-122.401585526252 37.8033475454092),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8035258351232,-122.40171687406,1990s,POINT (-122.40171687406 37.8035258351232),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8060884463757,-122.404375360949,1990s,POINT (-122.404375360949 37.8060884463757),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8036356027669,-122.401813701368,1990s,POINT (-122.401813701368 37.8036356027669),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8034672919492,-122.401666356441,1990s,POINT (-122.401666356441 37.8034672919492),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8060884463757,-122.404375360949,1990s,POINT (-122.404375360949 37.8060884463757),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8060884463757,-122.404375360949,1990s,POINT (-122.404375360949 37.8060884463757),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8035810516817,-122.401762341075,1990s,POINT (-122.401762341075 37.8035810516817),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-15,37.8037639971768,-122.401924842279,1990s,POINT (-122.401924842279 37.8037639971768),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7994548065492,-122.398105526769,1990s,POINT (-122.398105526769 37.7994548065492),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8022785256437,-122.400100244504,1990s,POINT (-122.400100244504 37.8022785256437),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7996588123662,-122.398290671092,1990s,POINT (-122.398290671092 37.7996588123662),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8041451257683,-122.401918429695,1990s,POINT (-122.401918429695 37.8041451257683),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8021382388668,-122.400462302704,1990s,POINT (-122.400462302704 37.8021382388668),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8041451257683,-122.401918429695,1990s,POINT (-122.401918429695 37.8041451257683),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8022785256437,-122.400100244504,1990s,POINT (-122.400100244504 37.8022785256437),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8018244729495,-122.400179301768,1990s,POINT (-122.400179301768 37.8018244729495),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8041451257683,-122.401918429695,1990s,POINT (-122.401918429695 37.8041451257683),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8041451257683,-122.401918429695,1990s,POINT (-122.401918429695 37.8041451257683),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8016551861664,-122.400030725403,1990s,POINT (-122.400030725403 37.8016551861664),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8015350805856,-122.399937496957,1990s,POINT (-122.399937496957 37.8015350805856),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8023848701418,-122.400694001959,1990s,POINT (-122.400694001959 37.8023848701418),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8029389168163,-122.401158965062,1990s,POINT (-122.401158965062 37.8029389168163),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8026320120732,-122.400894163602,1990s,POINT (-122.400894163602 37.8026320120732),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8030976923846,-122.401293754953,1990s,POINT (-122.401293754953 37.8030976923846),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8023181047385,-122.400620170198,1990s,POINT (-122.400620170198 37.8023181047385),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8031400863027,-122.401326396519,1990s,POINT (-122.401326396519 37.8031400863027),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7997852642353,-122.398398105913,1990s,POINT (-122.398398105913 37.7997852642353),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7997201038678,-122.398342195061,1990s,POINT (-122.398342195061 37.7997201038678),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8026779810822,-122.400926896266,1990s,POINT (-122.400926896266 37.8026779810822),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8022785256437,-122.400100244504,1990s,POINT (-122.400100244504 37.8022785256437),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8041451257683,-122.401918429695,1990s,POINT (-122.401918429695 37.8041451257683),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8041451257683,-122.401918429695,1990s,POINT (-122.401918429695 37.8041451257683),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8020255014061,-122.400355739262,1990s,POINT (-122.400355739262 37.8020255014061),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8029883154529,-122.40120080082,1990s,POINT (-122.40120080082 37.8029883154529),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8018702969661,-122.400221044749,1990s,POINT (-122.400221044749 37.8018702969661),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7995013347818,-122.398150256355,1990s,POINT (-122.398150256355 37.7995013347818),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8041451257683,-122.401918429695,1990s,POINT (-122.401918429695 37.8041451257683),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8025718883944,-122.400852053664,1990s,POINT (-122.400852053664 37.8025718883944),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.803048293782,-122.401251919072,1990s,POINT (-122.401251919072 37.803048293782),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8022785256437,-122.400100244504,1990s,POINT (-122.400100244504 37.8022785256437),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7993796466195,-122.398042680326,1990s,POINT (-122.398042680326 37.7993796466195),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8041451257683,-122.401918429695,1990s,POINT (-122.401918429695 37.8041451257683),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8027378895954,-122.400982523223,1990s,POINT (-122.400982523223 37.8027378895954),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8019407855515,-122.400285956154,1990s,POINT (-122.400285956154 37.8019407855515),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7996087057277,-122.39824424359,1990s,POINT (-122.39824424359 37.7996087057277),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8022785256437,-122.400100244504,1990s,POINT (-122.400100244504 37.8022785256437),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8015914871903,-122.399988525233,1990s,POINT (-122.399988525233 37.8015914871903),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8041451257683,-122.401918429695,1990s,POINT (-122.401918429695 37.8041451257683),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8022087245701,-122.400527214502,1990s,POINT (-122.400527214502 37.8022087245701),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8017220998814,-122.400095544948,1990s,POINT (-122.400095544948 37.8017220998814),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8020817598664,-122.400415779263,1990s,POINT (-122.400415779263 37.8020817598664),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.799307618121,-122.397977001961,1990s,POINT (-122.397977001961 37.799307618121),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7995442827962,-122.398189889456,1990s,POINT (-122.398189889456 37.7995442827962),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8022651309127,-122.400578243689,1990s,POINT (-122.400578243689 37.8022651309127),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8013588613344,-122.39977521873,1990s,POINT (-122.39977521873 37.8013588613344),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8017751465356,-122.400132961793,1990s,POINT (-122.400132961793 37.8017751465356),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8060884463757,-122.404375360949,1990s,POINT (-122.404375360949 37.8060884463757),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8031821896403,-122.401377060666,1990s,POINT (-122.401377060666 37.8031821896403),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8014187704055,-122.39983084377,1990s,POINT (-122.39983084377 37.8014187704055),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8022785256437,-122.400100244504,1990s,POINT (-122.400100244504 37.8022785256437),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8041451257683,-122.401918429695,1990s,POINT (-122.401918429695 37.8041451257683),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8024658654756,-122.400772709073,1990s,POINT (-122.400772709073 37.8024658654756),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8041451257683,-122.401918429695,1990s,POINT (-122.401918429695 37.8041451257683),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8022785256437,-122.400100244504,1990s,POINT (-122.400100244504 37.8022785256437),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8025081869215,-122.40080985566,1990s,POINT (-122.40080985566 37.8025081869215),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8041451257683,-122.401918429695,1990s,POINT (-122.401918429695 37.8041451257683),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.8014750291394,-122.399890882882,1990s,POINT (-122.399890882882 37.8014750291394),North Beach,1990s-2000s
Sycamore: London Plane,1995-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Southern Magnolia,1996-03-02,37.7988624001506,-122.406988209463,1990s,POINT (-122.406988209463 37.7988624001506),North Beach,1990s-2000s
Sycamore: London Plane,1996-10-30,37.7992817461076,-122.397567846492,1990s,POINT (-122.397567846492 37.7992817461076),North Beach,1990s-2000s
Southern Magnolia,1999-02-08,37.8045143025639,-122.414971372963,1990s,POINT (-122.414971372963 37.8045143025639),North Beach,1990s-2000s
Southern Magnolia,1999-02-08,37.8045143025639,-122.414971372963,1990s,POINT (-122.414971372963 37.8045143025639),North Beach,1990s-2000s
New Zealand Xmas Tree,2000-06-05,37.808204234292,-122.415352980375,2000s,POINT (-122.415352980375 37.808204234292),North Beach,1990s-2000s
New Zealand Xmas Tree,2000-06-05,37.8081688244054,-122.415643211358,2000s,POINT (-122.415643211358 37.8081688244054),North Beach,1990s-2000s
New Zealand Xmas Tree,2000-06-05,37.8081973247997,-122.415445898318,2000s,POINT (-122.415445898318 37.8081973247997),North Beach,1990s-2000s
New Zealand Xmas Tree,2000-06-05,37.8082012116738,-122.41538905396,2000s,POINT (-122.41538905396 37.8082012116738),North Beach,1990s-2000s
New Zealand Xmas Tree,2000-06-05,37.8081787565193,-122.415547560374,2000s,POINT (-122.415547560374 37.8081787565193),North Beach,1990s-2000s
New Zealand Xmas Tree,2000-06-05,37.8081714153313,-122.415597299176,2000s,POINT (-122.415597299176 37.8081714153313),North Beach,1990s-2000s
Sycamore: London Plane,2000-12-18,37.8001864990432,-122.398220785892,2000s,POINT (-122.398220785892 37.8001864990432),North Beach,1990s-2000s
Sycamore: London Plane,2000-12-18,37.8001864990432,-122.398220785892,2000s,POINT (-122.398220785892 37.8001864990432),North Beach,1990s-2000s
Sycamore: London Plane,2000-12-18,37.8001864990432,-122.398220785892,2000s,POINT (-122.398220785892 37.8001864990432),North Beach,1990s-2000s
Sycamore: London Plane,2000-12-18,37.8001864990432,-122.398220785892,2000s,POINT (-122.398220785892 37.8001864990432),North Beach,1990s-2000s
Sycamore: London Plane,2000-12-18,37.8001864990432,-122.398220785892,2000s,POINT (-122.398220785892 37.8001864990432),North Beach,1990s-2000s
Sycamore: London Plane,2000-12-18,37.8001864990432,-122.398220785892,2000s,POINT (-122.398220785892 37.8001864990432),North Beach,1990s-2000s
Sycamore: London Plane,2000-12-18,37.8001864990432,-122.398220785892,2000s,POINT (-122.398220785892 37.8001864990432),North Beach,1990s-2000s
Sycamore: London Plane,2001-02-05,37.804393307678,-122.4026892561,2000s,POINT (-122.4026892561 37.804393307678),North Beach,1990s-2000s
Sycamore: London Plane,2001-02-05,37.8044309119265,-122.402735877865,2000s,POINT (-122.402735877865 37.8044309119265),North Beach,1990s-2000s
Sycamore: London Plane,2001-02-05,37.8044723526732,-122.402798040815,2000s,POINT (-122.402798040815 37.8044723526732),North Beach,1990s-2000s
Sycamore: London Plane,2001-02-05,37.8045391192453,-122.402882543817,2000s,POINT (-122.402882543817 37.8045391192453),North Beach,1990s-2000s
Sycamore: London Plane,2001-02-05,37.8043472614676,-122.402619322118,2000s,POINT (-122.402619322118 37.8043472614676),North Beach,1990s-2000s
Sycamore: London Plane,2001-02-05,37.8045859325698,-122.402949563068,2000s,POINT (-122.402949563068 37.8045859325698),North Beach,1990s-2000s
Sycamore: London Plane,2001-02-05,37.8047359061888,-122.403164632367,2000s,POINT (-122.403164632367 37.8047359061888),North Beach,1990s-2000s
Sycamore: London Plane,2001-02-05,37.8046417912539,-122.403026011743,2000s,POINT (-122.403026011743 37.8046417912539),North Beach,1990s-2000s
Sycamore: London Plane,2001-02-05,37.8042705187194,-122.402518307585,2000s,POINT (-122.402518307585 37.8042705187194),North Beach,1990s-2000s
Sycamore: London Plane,2001-02-05,37.8046808685929,-122.403085917401,2000s,POINT (-122.403085917401 37.8046808685929),North Beach,1990s-2000s
Sycamore: London Plane,2001-02-05,37.8048388264002,-122.403303252939,2000s,POINT (-122.403303252939 37.8048388264002),North Beach,1990s-2000s
Sycamore: London Plane,2001-02-05,37.8047848895665,-122.403229415001,2000s,POINT (-122.403229415001 37.8047848895665),North Beach,1990s-2000s
Ornamental Pear,2002-06-11,37.8042867092291,-122.413261174071,2000s,POINT (-122.413261174071 37.8042867092291),North Beach,1990s-2000s
Ornamental Pear,2002-06-11,37.8042124176798,-122.413243145173,2000s,POINT (-122.413243145173 37.8042124176798),North Beach,1990s-2000s
Ornamental Pear,2002-06-11,37.8043525675445,-122.413273614318,2000s,POINT (-122.413273614318 37.8043525675445),North Beach,1990s-2000s
Ornamental Cherry,2004-02-26,37.8028456756355,-122.413444921903,2000s,POINT (-122.413444921903 37.8028456756355),North Beach,1990s-2000s
Ornamental Cherry,2004-07-08,37.8023019525749,-122.4096294226,2000s,POINT (-122.4096294226 37.8023019525749),North Beach,1990s-2000s
Brisbane Box,2006-07-27,37.8039830121097,-122.404195745182,2000s,POINT (-122.404195745182 37.8039830121097),North Beach,1990s-2000s
Sycamore: London Plane,2006-08-19,37.8064867247361,-122.407230131732,2000s,POINT (-122.407230131732 37.8064867247361),North Beach,1990s-2000s
Sycamore: London Plane,2006-08-19,37.8064867247361,-122.407230131732,2000s,POINT (-122.407230131732 37.8064867247361),North Beach,1990s-2000s
Kwanzan Flowering Cherry,2006-08-19,37.8029124483908,-122.413242294464,2000s,POINT (-122.413242294464 37.8029124483908),North Beach,1990s-2000s
Sycamore: London Plane,2006-08-19,37.8064867247361,-122.407230131732,2000s,POINT (-122.407230131732 37.8064867247361),North Beach,1990s-2000s
Southern Magnolia,2006-08-19,37.8044240617575,-122.414503014616,2000s,POINT (-122.414503014616 37.8044240617575),North Beach,1990s-2000s
Sycamore: London Plane,2006-08-19,37.8064867247361,-122.407230131732,2000s,POINT (-122.407230131732 37.8064867247361),North Beach,1990s-2000s
Small-leaf Tristania 'Elegant',2006-08-19,37.7995249687162,-122.40907070217,2000s,POINT (-122.40907070217 37.7995249687162),North Beach,1990s-2000s
Southern Magnolia,2006-08-19,37.806584965078,-122.415842290697,2000s,POINT (-122.415842290697 37.806584965078),North Beach,1990s-2000s
Brisbane Box,2006-08-19,37.800277768589,-122.409485219481,2000s,POINT (-122.409485219481 37.800277768589),North Beach,1990s-2000s
Brisbane Box,2006-08-19,37.800277768589,-122.409485219481,2000s,POINT (-122.409485219481 37.800277768589),North Beach,1990s-2000s
Sycamore: London Plane,2006-08-19,37.8079706947476,-122.415850241604,2000s,POINT (-122.415850241604 37.8079706947476),North Beach,1990s-2000s
Sycamore: London Plane,2006-08-19,37.8064867247361,-122.407230131732,2000s,POINT (-122.407230131732 37.8064867247361),North Beach,1990s-2000s
Sycamore: London Plane,2006-08-19,37.8064867247361,-122.407230131732,2000s,POINT (-122.407230131732 37.8064867247361),North Beach,1990s-2000s
Southern Magnolia,2006-08-19,37.8044626201651,-122.415136324243,2000s,POINT (-122.415136324243 37.8044626201651),North Beach,1990s-2000s
Southern Magnolia,2006-08-19,37.8058317424248,-122.41602851934,2000s,POINT (-122.41602851934 37.8058317424248),North Beach,1990s-2000s
Brisbane Box,2006-08-19,37.8057650284682,-122.417557918763,2000s,POINT (-122.417557918763 37.8057650284682),North Beach,1990s-2000s
Olive Tree,2007-02-28,37.7988262829532,-122.40100015753,2000s,POINT (-122.40100015753 37.7988262829532),North Beach,1990s-2000s
Swamp Myrtle,2007-10-18,37.8036347775517,-122.413705478453,2000s,POINT (-122.413705478453 37.8036347775517),North Beach,1990s-2000s
Olive Tree,2008-08-01,37.8016064359732,-122.411183059023,2000s,POINT (-122.411183059023 37.8016064359732),North Beach,1990s-2000s
Swamp Myrtle,2008-09-24,37.8002203085803,-122.40584732891,2000s,POINT (-122.40584732891 37.8002203085803),North Beach,1990s-2000s
Sycamore: London Plane,2008-10-28,37.7980747981317,-122.405724109136,2000s,POINT (-122.405724109136 37.7980747981317),North Beach,1990s-2000s
New Zealand Xmas Tree,2009-04-17,37.7998033119408,-122.406119264846,2000s,POINT (-122.406119264846 37.7998033119408),North Beach,1990s-2000s
New Zealand Xmas Tree,2009-04-17,37.7997957767383,-122.406160436395,2000s,POINT (-122.406160436395 37.7997957767383),North Beach,1990s-2000s
Ornamental Cherry,2009-05-06,37.7989881374692,-122.406023377789,2000s,POINT (-122.406023377789 37.7989881374692),North Beach,1990s-2000s
Ornamental Pear,2009-06-30,37.8034911176056,-122.413076285493,2000s,POINT (-122.413076285493 37.8034911176056),North Beach,1990s-2000s
Ornamental Pear,2009-09-02,37.8052733261346,-122.412297881925,2000s,POINT (-122.412297881925 37.8052733261346),North Beach,1990s-2000s
Ornamental Pear,2009-09-02,37.8052939168226,-122.412162829753,2000s,POINT (-122.412162829753 37.8052939168226),North Beach,1990s-2000s
Sycamore: London Plane,2010-04-13,37.8021125586036,-122.401850126588,2010s,POINT (-122.401850126588 37.8021125586036),North Beach,2010s-2020s
Sycamore: London Plane,2010-07-19,37.8018096588565,-122.401616790282,2010s,POINT (-122.401616790282 37.8018096588565),North Beach,2010s-2020s
Sycamore: London Plane,2010-07-19,37.8018934459842,-122.401632608469,2010s,POINT (-122.401632608469 37.8018934459842),North Beach,2010s-2020s
Sycamore: London Plane,2010-07-19,37.8015675541681,-122.401567576709,2010s,POINT (-122.401567576709 37.8015675541681),North Beach,2010s-2020s
Sycamore: London Plane,2010-07-19,37.8017309636845,-122.40159745667,2010s,POINT (-122.40159745667 37.8017309636845),North Beach,2010s-2020s
Sycamore: London Plane,2010-07-19,37.8016476387788,-122.401582223964,2010s,POINT (-122.401582223964 37.8016476387788),North Beach,2010s-2020s
Victorian Box,2011-07-29,37.8023067131695,-122.410002418265,2010s,POINT (-122.410002418265 37.8023067131695),North Beach,2010s-2020s
Sycamore: London Plane,2011-08-17,37.7990918675768,-122.401235100386,2010s,POINT (-122.401235100386 37.7990918675768),North Beach,2010s-2020s
Sycamore: London Plane,2011-08-17,37.7990918675768,-122.401235100386,2010s,POINT (-122.401235100386 37.7990918675768),North Beach,2010s-2020s
Sycamore: London Plane,2011-08-17,37.7990918675768,-122.401235100386,2010s,POINT (-122.401235100386 37.7990918675768),North Beach,2010s-2020s
Sycamore: London Plane,2011-08-17,37.7990918675768,-122.401235100386,2010s,POINT (-122.401235100386 37.7990918675768),North Beach,2010s-2020s
Sycamore: London Plane,2011-08-17,37.7990918675768,-122.401235100386,2010s,POINT (-122.401235100386 37.7990918675768),North Beach,2010s-2020s
Sycamore: London Plane,2011-08-17,37.7990918675768,-122.401235100386,2010s,POINT (-122.401235100386 37.7990918675768),North Beach,2010s-2020s
Sycamore: London Plane,2011-08-17,37.7990918675768,-122.401235100386,2010s,POINT (-122.401235100386 37.7990918675768),North Beach,2010s-2020s
Sycamore: London Plane,2011-08-17,37.7990918675768,-122.401235100386,2010s,POINT (-122.401235100386 37.7990918675768),North Beach,2010s-2020s
Sycamore: London Plane,2011-08-17,37.7990918675768,-122.401235100386,2010s,POINT (-122.401235100386 37.7990918675768),North Beach,2010s-2020s
Sycamore: London Plane,2011-08-17,37.7990918675768,-122.401235100386,2010s,POINT (-122.401235100386 37.7990918675768),North Beach,2010s-2020s
Sycamore: London Plane,2011-08-17,37.7990918675768,-122.401235100386,2010s,POINT (-122.401235100386 37.7990918675768),North Beach,2010s-2020s
Sycamore: London Plane,2011-08-17,37.7990918675768,-122.401235100386,2010s,POINT (-122.401235100386 37.7990918675768),North Beach,2010s-2020s
Sycamore: London Plane,2011-08-17,37.7990918675768,-122.401235100386,2010s,POINT (-122.401235100386 37.7990918675768),North Beach,2010s-2020s
Sycamore: London Plane,2011-08-17,37.7990918675768,-122.401235100386,2010s,POINT (-122.401235100386 37.7990918675768),North Beach,2010s-2020s
